id,category,variant_name,type,pattern,scenario,impact,example
9783,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 583,Broken totalSupply accounting,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #583: Broken totalSupply accounting caused by approve() race condition not mitigated. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9784,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 584,Missing events,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #584: Missing events caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9785,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 585,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #585: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9786,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 586,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #586: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9787,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 587,Transfer hook misuse,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #587: Transfer hook misuse caused by transfer() returns no bool. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9788,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 588,Incorrect allowance handling,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #588: Incorrect allowance handling caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9789,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 589,Broken totalSupply accounting,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #589: Broken totalSupply accounting caused by Mint/burn do not update totalSupply. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9790,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 590,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #590: Missing events caused by approve() race condition not mitigated. Exploited to inconsistent balances.,Inconsistent balances,ERC20 that allows spending without sufficient allowance decrease.
9791,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 591,Incorrect allowance handling,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #591: Incorrect allowance handling caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9792,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 592,Incorrect allowance handling,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #592: Incorrect allowance handling caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,Token returning true on failure.
9793,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 593,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #593: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9794,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 594,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #594: Missing events caused by onERC721Received not implemented correctly. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9795,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 595,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #595: Missing events caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9796,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 596,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #596: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9797,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 597,Missing events,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #597: Missing events caused by approve() race condition not mitigated. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9798,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 598,Non-standard return values,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #598: Non-standard return values caused by transfer() returns no bool. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9799,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 599,Non-standard return values,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #599: Non-standard return values caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9800,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 600,Broken totalSupply accounting,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #600: Broken totalSupply accounting caused by transferFrom() does not decrease allowance. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9801,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 601,Transfer hook misuse,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #601: Transfer hook misuse caused by transfer() returns no bool. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,ERC20 that allows spending without sufficient allowance decrease.
9802,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 602,Missing events,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #602: Missing events caused by onERC721Received not implemented correctly. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9803,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 603,Non-standard return values,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #603: Non-standard return values caused by Mint/burn do not update totalSupply. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9804,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 604,Incorrect allowance handling,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #604: Incorrect allowance handling caused by transfer() returns no bool. Exploited to integration incompatibility.,Integration incompatibility,ERC20 that allows spending without sufficient allowance decrease.
9805,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 605,Transfer hook misuse,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #605: Transfer hook misuse caused by Mint/burn do not update totalSupply. Exploited to inconsistent balances.,Inconsistent balances,Token returning true on failure.
9806,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 606,Incorrect allowance handling,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #606: Incorrect allowance handling caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
9807,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 607,Non-standard return values,transferFrom() does not decrease allowance,ERC-20 / ERC-721 implementation bugs variant #607: Non-standard return values caused by transferFrom() does not decrease allowance. Exploited to integration incompatibility.,Integration incompatibility,NFT contract not checking onERC721Received for contracts.
9808,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 608,Transfer hook misuse,approve() race condition not mitigated,ERC-20 / ERC-721 implementation bugs variant #608: Transfer hook misuse caused by approve() race condition not mitigated. Exploited to stuck tokens.,Stuck tokens,ERC20 that allows spending without sufficient allowance decrease.
9809,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 609,Non-standard return values,onERC721Received not implemented correctly,ERC-20 / ERC-721 implementation bugs variant #609: Non-standard return values caused by onERC721Received not implemented correctly. Exploited to unexpected approvals abuse.,Unexpected approvals abuse,NFT contract not checking onERC721Received for contracts.
9810,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 610,Incorrect allowance handling,transfer() returns no bool,ERC-20 / ERC-721 implementation bugs variant #610: Incorrect allowance handling caused by transfer() returns no bool. Exploited to stuck tokens.,Stuck tokens,NFT contract not checking onERC721Received for contracts.
9811,ERC-20 / ERC-721 implementation bugs,ERC-20 / ERC-721 implementation bugs Variant 611,Incorrect allowance handling,Mint/burn do not update totalSupply,ERC-20 / ERC-721 implementation bugs variant #611: Incorrect allowance handling caused by Mint/burn do not update totalSupply. Exploited to integration incompatibility.,Integration incompatibility,Token returning true on failure.
